Rank,Word,Pronunciation,PoS,Definition
528,rhetoric,/?r?t.?r.?k/,noun,???????the study of public speaking or writing techniques
466,rhythm,/???e.?m/,noun,???????a pattern of sound and beats in music
926,ridiculous,/???d?kj?l?s/,adj,"???????something that deserves laughter, is foolish or funny"
327,ritual,/?r?t?.u.?l/,noun,???????performed as part of a formal ceremony
50,robot,/?ro?.b?t/,noun,???????a mechanical creature that acts like a human
885,rope,/?o?p/,noun,???????a thick string made by twisting many fibers together
596,rotate,/?ro?.te?t/,verb,???????to move or turn around a central point
238,rotation,/?o??te???n/,noun,???????movement in a circle around a central point
908,rub,/??b/,verb,???????to move something back and forth along a surface
594,ruler,/??u?l?(?)/,noun,???????someone who has control over a country or area
382,scatter,/?sk?t.?r/,verb,???????to make things separate and go in different directions
250,scenario,/s??n??r.i?o?/,noun,???????an outline; an imagined sequence of events in a plan or project
511,scholarship,/sk¨»l????p/,noun,???????money given to a student to pay for education
911,scripture,/?sk??pt??/,noun,???????the holy books of a particular religion
939,scroll,/sk?o?l/,noun,???????a long rolled piece of paper with writing on it; (v.) to move up and down a computer screen
727,secrete,/s??k?i?t/,verb,???????to produce a liquid
535,sediment,/?s?d.?.m?nt/,noun,???????the material that settles to the bottom of a liquid
322,selective,/s??l?kt?v/,adj,???????choosing through thoughtful comparison
12,semantic,/s??m?n.t?k/,adj,???????the different meanings of words
901,semester,/s??m?s.t?/,noun,???????half a year in school or college
924,semi,/?s?mi/,prefix,???????a prefix meaning 'half'
800,seminar,/?s?m.??n¨»r/,noun,???????a small class at a college or university
685,sensation,/s?n?se???n/,noun,"???????a feeling that is experienced by the body, usually through the sense of touch"
793,sensible,/?s?ns.?.b?l/,adj,???????having the ability to judge something reasonably
69,sensitivity,/?s?n.s??t?v.?.ti/,noun,???????being sensitive; in physiology: the ability of an organism or part of an organism to react to stimuli; in electronics: the ability of a radio device to react to incoming signals
397,sensory,/?s?n.s?.ri/,adj,"???????referring to the five senses (hearing, sight, smell, taste and touch)"
395,separately,/s?p??tli/,adv,???????not with another person or thing
192,separation,/?s?p.??re?.??n/,noun,???????a line that seperates; a point of parting; a gap
641,sexuality,/s?k?u??l?ti/,noun,???????characterized and distinguished by sex
675,shallow,/???l.o?/,adj,???????not deep; a small distance between the lowest and highest point
648,shortly,/???rt.li/,adv,???????quickly; soon
932,shuttle,/??t.?l/,noun,???????a vehicle that carries passengers or items between two places
70,similarity,/s??m?l?r?ti/,noun,???????the degree to which people or things are the same
367,simplify,/s?mpl?f?a?/,verb,"???????to make something easier to do, use or understand"
342,simulate,/?s?m.j??le?t/,verb,"???????to look, feel, or behave like something; to copy"
43,simulation,/?s?m.j??le?.??n/,noun,???????a copy; a method that is used to study and analyze the characteristics of the real world
235,simultaneously,/?s?ml?te?n??sli/,adv,???????at the same time as
119,sin,/s?n/,noun,???????a bad act; (v.) to do something bad
272,singular,/?s??.gj?.l?r/,adj,???????one
459,sketch,/sk?t?/,noun,???????a drawing made quickly that lacks detail
861,skip,/sk?p/,verb,???????to not do; to jump
838,slab,/sl?b/,noun,"???????a thick, flat slice of something"
925,slash,/sl??/,verb,???????to cut violently
635,slavery,/?sle?.v?.ri/,noun,???????the state of being a slave
772,slot,/sl¨»t/,noun,"???????a long narrow opening, into which you put or fit something"
826,snake,/sne?k/,noun,???????an animal with with a long thin body and no arms or legs
954,sneeze,/sni?z/,verb,???????to loudly blow air out of your nose or mouth in a sudden uncontrolled way
955,sniff,/sn?f/,verb,???????to smell by short intakes of air.
882,socialize,/?so?.???la?z/,verb,???????to teach people to behave in a way which is acceptable in their culture; to spend time with people
505,socially,/?so?.??.l?/,adv,???????being with other people
512,sodium,/?so?.di.?m/,noun,"???????a soft, white chemical element"
737,soluble,/?s?l.j?.b?l/,adj,"???????can be mixed with a liquid, e.g. salt is soluble in water"
849,solute,/?so?.lut/,noun,"???????a substance that has dissolved in a solvent and become part of the liquid, so that they form a solution"
836,solvent,/?s?l.v?nt/,noun,???????something that dissolves or can melt another substance
889,sometime,/?s?m?ta?m/,adv,???????at an unknown time in the future
501,sophisticate,/s??f?st?ke?t/,verb,???????to make more complex or refined
277,span,/sp?n/,noun,???????the amount of time something lasts
38,spatial,/?spe?.??l/,adj,???????about space
881,specialty,/sp???lti/,noun,???????the specific area of one's field
169,specification,/?sp?s.?.f??ke?.??n/,noun,???????a detailed description of the design and materials used to make something.
289,specimen,/?sp?s.?.m?n/,noun,"???????an example of something, especially of a plant or an animal; a small amount of blood or urine"
75,spectrum,/?sp?k.tr?m/,noun,???????the wavelengths of colors from red to violet
164,sperm,/sp?rm/,noun,???????male sex cell
166,sphere,/sf??r/,noun,???????a round 3D object. e.g. a ball
806,splice,/spla?s/,noun,???????The act of connecting two pieces of rope or wire into one
940,sponsorship,/?sp?n.s?r.??p/,noun,???????money given to a student to pay for education
401,spontaneous,/sp?n?te?.ni.?s/,adj,"???????something that happens on its own, seemingly without cause"
840,spray,/spre?/,verb,???????to make water or liquid fly in very small drops
604,stabilize,/?ste?.b??la?z/,verb,"???????to make something stable or consistent, with no major changes"
521,stack,/st?k/,verb,???????to put one thing on top of another e.g. books
956,stadium,/?ste?.di.?m/,noun,???????a sports arena
603,stance,/st?ns/,noun,???????a position or opinion that is stated to the public
495,standardize,/?st?n.d?r?da?z/,verb,???????to change something in order to make everything the same or make everything agree
390,static,/?st?t.?k/,adj,???????being unchangeable or unmovable
51,statistical,/st??t?s.t?.k?l/,adj,???????about numbers that represents information
341,statistically,/st??t?s.t?.k?.li/,adv,???????with respect to statistics
853,statistics,/st?t?st?ks/,noun,???????a type of mathematics that provide specific information or prove something
634,stereotype,/?st?.?i.??ta?p/,noun,"???????an idea or belief about what someone or something is like, often unfair or untrue"
27,stimulus,/st?my?l?s/,noun,???????something that makes a change.
393,straightforward,/?stre?t?f?r.w?rd/,adj,???????easy to do or understand; not complicated
474,strand,/str?nd/,noun,???????something that is plaited or twisted as a rope-like length
456,strategic,/str?tid??k/,adj,???????concerned with strategy
315,strictly,/str?ktli/,adv,???????restricted to something
834,stripe,/stra?p/,noun,"???????a long, thin part of something which is a different color from the parts beside it"
790,sub,/s?b/,prefix,???????a prefix meaning 'under' or 'instead of'
426,subjective,/s?b?d??kt?v/,adj,"???????the use of personal feelings and opinions, rather than facts"
85,subset,/?s?b?s?t/,noun,???????a small set that is part of a larger set
151,substitution,/?s?bst??tju???n/,noun,???????a person or thing acting or serving in place of another; (v.) to put (a person or thing) in the place of another.
392,substrate,/?s?b.stre?t/,noun,???????a substance which a catalyst or enzyme has an effect on
555,subtle,/?s?t.l/,adj,"???????difficult to notice, understand, or see"
804,subtract,/s?btr?kt/,verb,"???????to take away, e.g. 20 - 5 = 15"
194,sufficiently,/s??f??.?nt/,adv,???????enough
371,suicide,/?su.??sa?d/,noun,???????the act of purposely killing yourself because you no longer wish to live
812,super,/?sup?/,adj,???????of the highest quality
269,superior,/sup?ri?/,noun,???????better; higher quality
783,supposedly,/s??po?.z?d.li/,adv,???????based on what many people have said or believe to be true
830,surgeon,/?s?d??n/,noun,???????a doctor who performs surgery
531,surgical,/?s?r.d??.k?l/,adj,???????concerning surgery
709,surplus,/s?p.l?s/,adj,???????extra; more than is needed
560,susceptible,/s??s?p.t?.b?l/,adj,???????at risk of developing a certain illness or problem
686,sustainable,/s??ste?n?b?l/,adj,???????capable of continuing for a long time at the same level; does not damage the environment
891,swap,/sw?p/,verb,???????to trade or exchange
785,swell,/sw?l/,verb,"???????to become larger than normal, often because of injury"
863,sword,/so?d/,noun,???????a long metal weapon with a sharp point and edge
101,syllable,/?s?l.?.b?l/,noun,???????a unit of speech
896,syllabus,/?s?l?b?s/,noun,???????the teaching schedule for a course in a school or university
309,symbolic,/s?m?b?l.?k/,adj,???????representing a larger quality
122,syndrome,/?s?n.dro?m/,noun,???????a group of signs and symptoms that accompany a disease
86,syntactic,/s?n?t?k.t?k/,adj,???????grammatical
190,syntax,/?s?n.t?ks/,noun,"???????the study of a system, such as the system of words in a sentence"
143,synthesis,/?s?n.¦È?.s?s/,noun,???????building something complex from simple parts
677,synthetic,/s?n?¦È?t.?k/,adj,???????not natural; made from artificial materials
141,systematic,/?s?s.t??m?t.?k/,adj,???????having a system or plan
948,tech,/t?k/,noun,???????short for technology or technician
819,technically,/?t?k.n??k?l.i/,adv,???????in an exact and particular manner
63,temporal,/?t?m.p?r.?l/,adj,???????concerning time
776,tempt,/t?mpt/,verb,"???????to make someone want something, even if it's bad"
336,tense,/t?ns/,adj,???????stretched tight and stiff
346,terminal,/?t?r.m?.nl/,noun,???????the end of something
541,terminology,/?t?r.m??n?l.?.d?i/,noun,???????specific words and expressions used in a particular field
936,terribly,/?t??.?.bli/,adv,???????in an extreme manner; badly
584,textbook,/?t?kst?b?k/,noun,???????a book that is used to study
31,theorem,/?¦È??r.?m/,noun,???????a statement that can be proved
516,theorist,/?¦Èi.?r.?st/,noun,???????a person who forms new ideas
189,thereby,/e??.ba?/,adv,???????by that means; because of that
437,thermal,/?¦È?r.m?l/,adj,???????with reference to some source of heat
118,thesis,/?¦Èi.s?s/,noun,???????a long essay; a position taken in an argument supported by a set of reasons
415,thickness,/?¦È?kn?s/,noun,???????the distance between the opposite edges of something; how thick something is
718,thread,/¦È??d/,noun,"???????a long, very thin, soft material used to join or make cloth"
121,threshold,/?¦Èr??.o?ld/,noun,???????a level or point at which something would start or stop happening
854,thumb,/¦È?m/,noun,"???????the short, thick finger on the side of your hand"
439,tolerance,/?t?l.?r.?ns/,noun,"???????a willingness to let people do, say or believe what they wish, without judging or challenging them"
679,ton,/t?n/,noun,???????a unit of weight equal to 907 kilograms
760,toxic,/?t¨»k.s?k/,adj,???????poisonous; harmful
424,tract,/tr?kt/,noun,???????a large stretch of land
544,traditionally,/tr?d???n?li/,adv,???????something done in a customary or traditional manner
97,trait,/tre?t/,noun,???????a characteristic
132,trajectory,/tr??d??k.t?.ri/,noun,???????the path followed by an object moving through space
661,trans,/tr?nz/,prefix,"???????a prefix meaning 'across', 'through' or 'changing thoroughly'"
304,transaction,/tr?n?s?k.??n/,noun,???????an exchange; in business this usually involves money
721,transcribe,/tr?n?skra?b/,verb,???????to write something spoken
337,transcription,/tr?n?skr?p.??n/,noun,???????something written
37,transformation,/?tr?ns.f?r?me?.??n/,noun,???????a change
40,translation,/tr?nzle???n/,noun,???????changing from one form to another. e.g. changing from one language to another
109,transmission,/tr?nsm???n/,noun,???????an electronic signal that has been sent by radio waves; a force that has been transferred from one machine to another
416,transmit,/tr?nzm?t/,verb,???????to broadcast by using electrical signals to a radio or TV
789,transparency,/tr?ns?p??r.?n.si/,noun,???????the amount you can see through something
646,transplant,/t??nz?pl?nt/,noun,???????a medical operation in which a new organ is placed inside a patient's body
622,trauma,/?tra?.m?/,noun,???????a very severe or upsetting experience
664,treaty,/?t?iti/,noun,???????an agreement between nations
825,tremendous,/tr?m?nd?s/,adj,"???????having great size, excellence, or power"
543,triangle,/?t?a????.¨À?l/,noun,???????a closed shape with three straight sides
723,tribe,/t?a?b/,noun,"???????a racial group united by language, religion and customs"
930,tricky,/?t??k.i/,adj,???????difficult to do or deal with; something that needs skill
602,trivial,/?tr?v.i.?l/,adj,???????unimportant
187,tropical,/tr¨»p?k?l/,adj,???????hot and humid; near to the equator
212,tumor,/?tu.m?r/,noun,???????a mass of abnormal cells that develops when cancerous cells divide and grow uncontrollably
533,turbulent,/?t?r.bj?.l?nt/,adj,???????moving violently and unevenly
811,tutor,/?tu.t?r/,noun,???????a teacher
467,ultimate,/??lt?m?t/,adj,"???????happening or coming at the end of process, final"
736,undergraduate,/??n.d?r?gr?d?.u.?t/,noun,???????a college student who is working toward his or her first degree
471,undermine,/??n.d?r?ma?n/,verb,???????to weaken or destroy something secretly and usually slowly
902,underneath,/??n.d?r?ni¦È/,adv,???????below or beneath something; under
759,unemployed,/??n?mpl??d/,adj,???????without a job
475,unify,/?ju.n??fa?/,verb,???????to join or bring together
937,unintelligible,/??n?n?t?l?d??b?l/,adj,???????cannot be understood
316,unity,/?ju.n?.ti/,noun,???????being in full agreement; whole
365,unstable,/?n?ste?b??/,adj,???????likely to move from its position or fall
856,uplift,/?p?l?ft/,verb,???????to make someone feel happier or more hopeful
623,upward,/??p.w?rd/,adv,???????moving toward a higher point or position
755,urine,/?j??r.?n/,noun,???????yellow liquid waste from the body
262,usage,/?ju.s?d?/,noun,???????the way something is used
201,utility,/ju?t?l.?.ti/,noun,"???????being useful; a public service such as gas, water, or electricity that is used by everyone"
310,utilize,/?jut.l?a?z/,verb,???????to use something practically for a particular purpose
127,utterance,/??t.?r.?ns/,noun,???????something that is said
753,vague,/ve?¨À/,adj,???????not clearly stated
195,valid,/?v?l.?d/,adj,???????sound; just; well-founded
239,validity,/v??l?d.?.ti/,noun,???????how true something is
433,valve,/v?lv/,noun,"???????a device along a pipe that can either open and allow something to flow, or close and block it"
220,variability,/?v??r.i.??b?l.?.ti/,noun,???????the fact that something is not always the same; in statistics: the degree to which scores in a frequency distribution depart from the central value
46,variance,/?v??r.i.?ns/,noun,???????the amount of difference; a statistic that measures the variability of a distribution.
176,variant,/?v??r.i.?nt/,noun,"???????differing, especially from something of the same general kind."
28,vector,/?v?k.t?r/,noun,???????a quantity that has both size and direction.
542,vegetation,/?v?d?.??te?.??n/,noun,???????plants
451,vein,/ve?n/,noun,???????one of the little tubes that return blood from the body to the heart
23,velocity,/v??l?s.?.ti/,noun,???????speed in a given direction
204,verbal,/v?b?l/,adj,???????concerning words
198,vertical,/?v?r.t?.k?l/,adj,???????a line going up/down; not horizontal
629,viable,/?va?.?.b?l/,adj,???????able to be done; possible
297,virtue,/?v?r.t?u/,noun,???????a good quality
690,vitamin,/va?t?m?n/,noun,???????a substance that is healthy for your body and can be found in foods or taken as a medicine
126,vocabulary,/vo??k?b.j??l?r.i/,noun,???????the words that a person knows
929,volition,/vo??l???n/,noun,???????the act of making a conscious choice
52,vowel,/?va?.?l/,noun,"???????a speech sound; a, e , i, o, u and sometimes y"
871,watershed,/?w?.t?r???d/,noun,"???????a period of time during which important, significant changes take place"
482,wavelength,/?we?v?l??¦È/,noun,???????the size of a wave; a shared understanding
794,weave,/wiv/,verb,???????to make something by crossing threads over and under each other
453,wheat,/wit/,noun,???????a kind of grain that is used to make flour for bread
606,whereby,/w??r?ba?/,adv,???????by which; by that thing
913,whichever,/w?t???v?/,det,???????whatever one
912,whoever,/hu?v?/,pron,???????whatever person; any person at all
291,widespread,/?wa?d?sp??d/,adj,???????happening or existing in many places; affecting many people
704,wisdom,/?w?zd?m/,noun,???????knowledge gained from experience in life
479,workshop,/?w?rk.??p/,noun,???????a brief intensive course for a small group; emphasizes problem solving
761,yeast,/jist/,noun,???????a single-celled fungi used to make bread and beer
track,958,59.89,98,
dance,959,59.89,97,
completely,960,59.89,97,
female,961,59.88,97,
responsibility,962,59.88,97,
original,963,59.84,96,
sister,964,59.84,96,
rock,965,59.84,96,
dream,966,59.84,96,
nor,967,59.82,96,
university,968,59.82,96,
easily,969,59.81,96,
agency,970,59.81,96,
dollar,971,59.8,96,
garden,972,59.79,95,
fix,973,59.79,95,
ahead,974,59.78,95,
cross,975,59.78,95,
yeah,976,59.77,95,
candidate,977,59.74,94,
weight,978,59.74,94,
legal,979,59.72,94,
proposal,980,59.71,94,
version,981,59.71,94,
conversation,982,59.71,93,
somebody,983,59.7,93,
pound,984,59.69,93,
magazine,985,59.69,93,
shape,986,59.69,93,
sea,987,59.68,93,
immediately,988,59.67,93,
welcome,989,59.67,93,
smile,990,59.67,93,
communication,991,59.67,93,
agent,992,59.65,92,
traditional,993,59.65,92,
replace,994,59.64,92,
judge,995,59.64,92,
herself,996,59.63,92,
suddenly,997,59.63,92,
generation,998,59.63,92,
estimate,999,59.63,92,
favorite,1000,59.62,92,
difficulty,1001,59.62,92,
purchase,1002,59.61,91,
shoot,1003,59.6,91,
announce,1004,59.6,91,
unless,1005,59.6,91,
independent,1006,59.59,91,
recommend,1007,59.58,91,
survey,1008,59.58,91,
majority,1009,59.58,91,
stick,1010,59.57,91,
request,1011,59.56,90,
rich,1012,59.54,90,
wind,1013,59.54,90,
none,1014,59.53,90,
exchange,1015,59.52,90,
budget,1016,59.51,89,
famous,1017,59.51,89,
blood,1018,59.51,89,
appropriate,1019,59.51,89,
block,1020,59.51,89,
warm,1021,59.5,89,
count,1022,59.5,89,
scene,1023,59.5,89,
writer,1024,59.49,89,
content,1025,59.49,89,
prevent,1026,59.48,89,
safe,1027,59.47,89,
invite,1028,59.47,88,
mix,1029,59.46,88,
element,1030,59.45,88,
effective,1031,59.45,88,
correct,1032,59.45,88,
medical,1033,59.43,88,
admit,1034,59.42,88,
beat,1035,59.42,87,
telephone,1036,59.42,87,
copy,1037,59.41,87,
committee,1038,59.4,87,
aware,1039,59.4,87,
advice,1040,59.4,87,
handle,1041,59.39,87,
glass,1042,59.39,87,
trial,1043,59.38,87,
stress,1044,59.38,87,
radio,1045,59.37,86,
administration,1046,59.36,86,
complex,1047,59.36,86,
text,1048,59.35,86,
context,1049,59.35,86,
ride,1050,59.34,86,
directly,1051,59.34,86,
heavy,1052,59.34,86,
remove,1053,59.33,86,
conduct,1054,59.33,86,
equipment,1055,59.33,86,
otherwise,1056,59.33,86,
title,1057,59.32,86,
extra,1058,59.31,85,
executive,1059,59.31,85,
chair,1060,59.31,85,
expensive,1061,59.31,85,
sample,1062,59.3,85,
sex,1063,59.3,85,
deliver,1064,59.29,85,
video,1065,59.29,85,
connection,1066,59.29,85,
primary,1067,59.28,85,
weather,1068,59.27,85,
collect,1069,59.27,84,
inform,1070,59.25,84,
principle,1071,59.25,84,
straight,1072,59.24,84,
appeal,1073,59.24,84,
highly,1074,59.24,84,
trust,1075,59.24,84,
wonderful,1076,59.23,84,
flat,1077,59.23,84,
absolutely,1078,59.22,84,
flow,1079,59.22,84,
fair,1080,59.22,84,
additional,1081,59.21,83,
responsible,1082,59.21,83,
farm,1083,59.2,83,
collection,1084,59.2,83,
hang,1085,59.19,83,
negative,1086,59.18,83,
band,1087,59.18,83,
relative,1088,59.17,83,
tour,1089,59.17,83,
alternative,1090,59.17,83,
software,1091,59.17,83,
pair,1092,59.16,82,
ship,1093,59.16,82,
attitude,1094,59.14,82,
cheap,1095,59.14,82,
double,1096,59.14,82,
leg,1097,59.13,82,
observe,1098,59.13,82,
sentence,1099,59.13,82,
print,1100,59.12,82,
progress,1101,59.12,82,
truth,1102,59.11,82,
nobody,1103,59.11,82,
examine,1104,59.1,81,
lay,1105,59.1,81,
speed,1106,59.09,81,
politics,1107,59.09,81,
reply,1108,59.08,81,
display,1109,59.08,81,
transfer,1110,59.08,81,
perfect,1111,59.07,81,
slightly,1112,59.07,81,
overall,1113,59.07,81,
intend,1114,59.06,80,
user,1115,59.05,80,
respond,1116,59.05,80,
dinner,1117,59.04,80,
slow,1118,59.04,80,
regular,1119,59.04,80,
physical,1120,59.04,80,
apart,1121,59.02,80,
suit,1122,59.01,80,
federal,1123,59.01,80,
reveal,1124,59.01,80,
percentage,1125,59,79,
peace,1126,58.99,79,
status,1127,58.99,79,
crime,1128,58.98,79,
decline,1129,58.97,79,
decade,1130,58.97,79,
launch,1131,58.97,79,
warn,1132,58.96,79,
consumer,1133,58.96,79,
favor,1134,58.96,79,
dry,1135,58.95,78,
partner,1136,58.95,78,
institution,1137,58.95,78,
spot,1138,58.94,78,
horse,1139,58.94,78,
eventually,1140,58.93,78,
heat,1141,58.93,78,
excite,1142,58.92,78,
reader,1143,58.92,78,
importance,1144,58.91,78,
distance,1145,58.9,78,
guide,1146,58.9,78,
grant,1147,58.9,78,
taxi,1148,58.89,77,
feed,1149,58.89,77,
pain,1150,58.89,77,
sector,1151,58.87,77,
mistake,1152,58.87,77,
ensure,1153,58.86,77,
satisfy,1154,58.85,77,
chief,1155,58.85,77,
cool,1156,58.85,77,
expert,1157,58.84,77,
wave,1158,58.84,77,
south,1159,58.84,77,
labor,1160,58.83,76,
surface,1161,58.83,76,
library,1162,58.82,76,
excellent,1163,58.81,76,
edge,1164,58.81,76,
camp,1165,58.81,76,
audience,1166,58.8,76,
lift,1167,58.8,76,
procedure,1168,58.79,76,
email,1169,58.79,76,
global,1170,58.79,76,
struggle,1171,58.79,76,
advertise,1172,58.77,75,
select,1173,58.76,75,
surround,1174,58.75,75,
extent,1175,58.74,75,
river,1176,58.73,75,
annual,1177,58.73,75,
fully,1178,58.73,75,
contrast,1179,58.72,75,
roll,1180,58.71,74,
reality,1181,58.71,74,
photograph,1182,58.7,74,
artist,1183,58.69,74,
conflict,1184,58.69,74,
entire,1185,58.69,74,
presence,1186,58.69,74,
crowd,1187,58.69,74,
corner,1188,58.69,74,
gas,1189,58.69,74,
shift,1190,58.68,74,
net,1191,58.68,74,
category,1192,58.68,74,
secretary,1193,58.68,74,
defense,1194,58.68,74,
quick,1195,58.67,74,
cook,1196,58.67,74,
spread,1197,58.66,73,
nuclear,1198,58.66,73,
scale,1199,58.66,73,
driver,1200,58.66,73,
ball,1201,58.65,73,
cry,1202,58.64,73,
introduction,1203,58.63,73,
requirement,1204,58.63,73,
north,1205,58.62,73,
confirm,1206,58.62,73,
senior,1207,58.6,72,
photo,1208,58.59,72,
refuse,1209,58.59,72,
transport,1210,58.58,72,
emerge,1211,58.58,72,
map,1212,58.58,72,
concept,1213,58.58,72,
island,1214,58.57,72,
reform,1215,58.57,72,
neither,1216,58.57,72,
football,1217,58.56,72,
survive,1218,58.56,72,
flight,1219,58.55,72,
left,1220,58.55,72,
solve,1221,58.54,72,
neighbor,1222,58.54,72,
background,1223,58.54,71,
technique,1224,58.54,71,
traffic,1225,58.54,71,
improvement,1226,58.53,71,
tool,1227,58.52,71,
consequence,1228,58.52,71,
circumstance,1229,58.52,71,
smoke,1230,58.52,71,
reaction,1231,58.52,71,
rain,1232,58.52,71,
busy,1233,58.51,71,
lesson,1234,58.51,71,
brain,1235,58.5,71,
mass,1236,58.5,71,
funny,1237,58.49,71,
contribute,1238,58.49,71,
failure,1239,58.49,71,
schedule,1240,58.48,71,
speaker,1241,58.48,70,
bottom,1242,58.47,70,
adopt,1243,58.47,70,
combine,1244,58.47,70,
mountain,1245,58.46,70,
waste,1246,58.46,70,
hide,1247,58.45,70,
marriage,1248,58.45,70,
ticket,1249,58.45,70,
meal,1250,58.45,70,
colleague,1251,58.45,70,
bag,1252,58.45,70,
repeat,1253,58.44,70,
equal,1254,58.43,70,
expression,1255,58.43,70,
plus,1256,58.43,70,
extremely,1257,58.43,70,
owner,1258,58.42,70,
plane,1259,58.42,69,
commercial,1260,58.41,69,
lady,1261,58.39,69,
duty,1262,58.38,69,
strength,1263,58.37,69,
connect,1264,58.36,69,
cultural,1265,58.36,69,
arrange,1266,58.35,68,
scheme,1267,58.35,68,
payment,1268,58.34,68,
unfortunately,1269,58.34,68,
brief,1270,58.34,68,
bird,1271,58.33,68,
demonstrate,1272,58.33,68,
contribution,1273,58.33,68,
appreciate,1274,58.32,68,
chapter,1275,58.32,68,
secret,1276,58.32,68,
apparently,1277,58.32,68,
novel,1278,58.32,68,
union,1279,58.31,68,
burn,1280,58.31,68,
trend,1281,58.31,68,
initial,1282,58.31,68,
pleasure,1283,58.3,68,
suggestion,1284,58.3,68,
critical,1285,58.29,67,
gather,1286,58.29,67,
mostly,1287,58.29,67,
earth,1288,58.29,67,
pop,1289,58.28,67,
essential,1290,58.27,67,
desire,1291,58.27,67,
promote,1292,58.27,67,
currently,1293,58.27,67,
employ,1294,58.26,67,
path,1295,58.26,67,
topic,1296,58.26,67,
beach,1297,58.25,67,
attract,1298,58.25,67,
engage,1299,58.25,67,
powerful,1300,58.24,67,
flower,1301,58.24,67,
crisis,1302,58.24,67,
settle,1303,58.23,67,
boat,1304,58.23,66,
aid,1305,58.23,66,
fan,1306,58.23,66,
kitchen,1307,58.23,66,
twice,1308,58.22,66,
fresh,1309,58.22,66,
delay,1310,58.22,66,
safety,1311,58.22,66,
engineer,1312,58.22,66,
quiet,1313,58.21,66,
insurance,1314,58.21,66,
nurse,1315,58.21,66,
divide,1316,58.2,66,
length,1317,58.2,66,
investigation,1318,58.19,66,
package,1319,58.19,66,
somewhere,1320,58.19,66,
expand,1321,58.18,66,
commit,1322,58.18,66,
obvious,1323,58.18,66,
jump,1324,58.16,65,
weapon,1325,58.16,65,
relatively,1326,58.15,65,
host,1327,58.15,65,
winter,1328,58.15,65,
district,1329,58.15,65,
broad,1330,58.14,65,
tire,1331,58.12,65,
spring,1332,58.11,65,
spirit,1333,58.09,64,
lunch,1334,58.09,64,
actual,1335,58.08,64,
pool,1336,58.08,64,
battle,1337,58.08,64,
tradition,1338,58.08,64,
cash,1339,58.07,64,
hardly,1340,58.06,64,
award,1341,58.06,64,
coach,1342,58.06,64,
experiment,1343,58.06,64,
consideration,1344,58.06,64,
strange,1345,58.06,64,
code,1346,58.06,64,
possibly,1347,58.04,64,
threat,1348,58.04,64,
accident,1349,58.04,64,
impossible,1350,58.04,64,
revenue,1351,58.04,64,
enable,1352,58.04,64,
afraid,1353,58.03,63,
active,1354,58.03,63,
conclude,1355,58.02,63,
religious,1356,58.01,63,
cancer,1357,58.01,63,
convince,1358,58.01,63,
vary,1359,58.01,63,
environmental,1360,58,63,
sun,1361,58,63,
healthy,1362,57.99,63,
blow,1363,57.98,63,
volume,1364,57.97,63,
location,1365,57.97,63,
invest,1366,57.97,63,
proceed,1367,57.97,63,
wash,1368,57.97,63,
actor,1369,57.96,63,
glad,1370,57.96,63,
tape,1371,57.96,62,
whereas,1372,57.96,62,
opposite,1373,57.95,62,
stone,1374,57.95,62,
sum,1375,57.95,62,
murder,1376,57.95,62,
monitor,1377,57.94,62,
soldier,1378,57.94,62,
finance,1379,57.94,62,
hate,1380,57.93,62,
egg,1381,57.93,62,
concert,1382,57.92,62,
shock,1383,57.92,62,
comfortable,1384,57.92,62,
usual,1385,57.92,62,
carefully,1386,57.91,62,
pack,1387,57.91,62,
recall,1388,57.91,62,
wine,1389,57.9,62,
camera,1390,57.9,62,
swim,1391,57.9,62,
manufacture,1392,57.9,62,
theater,1393,57.89,61,
cycle,1394,57.88,61,
coffee,1395,57.87,61,
totally,1396,57.87,61,
museum,1397,57.87,61,
visitor,1398,57.87,61,
freedom,1399,57.86,61,
construction,1400,57.86,61,
dear,1401,57.86,61,
objective,1402,57.84,61,
moreover,1403,57.84,61,
onto,1404,57.84,61,
historical,1405,57.83,61,
oppose,1406,57.83,61,
branch,1407,57.82,61,
vehicle,1408,57.82,61,
scientist,1409,57.82,60,
route,1410,57.81,60,
bind,1411,57.8,60,
belong,1412,57.8,60,
taste,1413,57.8,60,
tonight,1414,57.79,60,
fashion,1415,57.79,60,
danger,1416,57.79,60,
bomb,1417,57.79,60,
army,1418,57.79,60,
dangerous,1419,57.77,60,
decrease,1420,57.76,60,
hurt,1421,57.76,60,
council,1422,57.75,60,
editor,1423,57.74,59,
normally,1424,57.74,59,
sight,1425,57.74,59,
generate,1426,57.73,59,
gift,1427,57.73,59,
delivery,1428,57.72,59,
deny,1429,57.72,59,
guest,1430,57.72,59,
anybody,1431,57.71,59,
bedroom,1432,57.71,59,
quote,1433,57.71,59,
climb,1434,57.7,59,
basically,1435,57.7,59,
violence,1436,57.69,59,
minister,1437,57.69,59,
mainly,1438,57.68,59,
mouth,1439,57.68,59,
noise,1440,57.68,59,
manner,1441,57.67,59,
gun,1442,57.67,58,
square,1443,57.67,58,
occasion,1444,57.65,58,
familiar,1445,57.64,58,
ignore,1446,57.64,58,
destroy,1447,57.64,58,
affair,1448,57.63,58,
civil,1449,57.62,58,
locate,1450,57.62,58,
citizen,1451,57.62,58,
temperature,1452,57.61,58,
gold,1453,57.61,58,
domestic,1454,57.57,57,
load,1455,57.57,57,
